h1	514387	514894	coaD
h1	515786	516482	uppS
h1	518917	519766	rpsB
h1	520171	520543	yajC
h1	520623	522444	glmS
h1	527318	528197	hemC
h1	529152	530325	odhB
h1	534881	537542	secA
h1	538957	539599	fsa
h1	541825	542704	folD
h1	611081	611738	radC
h1	617759	619184	cifA fill_color=green
h1	619259	622760	cifB fill_color=green
h1	639096	639831	fabG
h1	641635	642289	ribB
h1	642295	642790	greA
h1	644337	644898	atpH
h1	646838	647225	rpsK
h1	647246	647615	rpsM
h1	648312	649641	secY
h1	651582	651978	rpsH
h1	651999	652308	rpsN
h1	652324	652858	rplE
h1	653181	653541	rplN
h1	653554	653791	rpsQ
h1	653998	654412	rplP
h1	654426	655041	rpsC
h1	655433	655718	rpsS
h1	655721	656546	rplB
h1	656831	657446	rplD
h1	658180	658510	rpsJ
h1	658524	659697	tuf
h1	660047	661247	carA
h1	663823	664741	glpX
h1	670056	671604	ltrA
h1	677622	678630	tsaD
h1	684986	686069	ribD
h1	688948	689779	dapD
h1	699331	700528	ftsZ
h1	701310	701763	ybeY
h1	707222	707572	rnpB
h1	710080	710581	nuoE
h1	710581	711796	tgt
h1	716602	717625	cydB
h1	725616	726996	lpdA
h1	729644	730592	trxB
h1	733114	733453	grxC
h1	733521	734454	ribF
h1	734450	734927	lspA
h1	740976	741426	smpB
h1	748048	748531	ssb
h1	749460	751449	ligA
h1	753654	756984	dnaE
h1	757805	758081	rpsR
h1	761943	763140	dapE
h1	763257	763896	nth
h1	765303	766722	icd
h1	772810	773131	rpsP
h1	774776	775775	trpS
h1	787982	788876	miaA
h1	790003	792025	recG
h1	794830	796354	walE1
h1	796807	797842	hflK
h1	805984	807892	uvrB
h1	815300	815849	rsmD
h1	833627	836261	alaS
h1	836968	837175	rpmI
h1	837195	837561	rplT
h1	838553	840065	purH
h1	842537	843518	fabD
h1	843646	843850	rpmE
h1	850574	850898	trxA
h1	855491	856835	radA
h1	856821	857733	ftsY
h1	857924	858308	iscU
h1	859162	860911	hscA
h1	860918	861665	lepB
h1	870030	870303	rpsO
h1	870317	872591	pnp
h1	882978	885774	uvrA
h1	890465	891677	metC
h1	892048	893971	dnaK
h1	895970	896171	rpmG
h1	900442	901873	ubiB
h1	911817	912582	rlmB
h1	926054	926363	nuoK
h1	926359	928207	nuoL
h1	932192	932585	ccmE
h1	935853	937107	nuoF
h1	937666	939568	thrS
h1	939963	940446	nuoI
h1	940577	942104	mnmE
h1	945215	946253	plsX
h1	946263	946446	rpmF
h1	952039	953587	ltrA
h1	955952	957371	tldD
h1	959046	959826	xth
h1	960922	963499	polA
h1	968990	970925	mnmG
h1	971338	972826	murJ
h1	977580	978198	lipB
h1	985504	986215	trmD
h1	1013427	1014495	recA
h1	1018042	1018203	ssrS
h1	1021764	1021854	ffs
h1	1021875	1023477	dnaX
h1	1028178	1028916	truA
h1	1044108	1044540	fabZ
h1	1045096	1047433	bamA
h1	1047441	1048560	rseP
h1	1048912	1049239	zapA
h1	1051411	1052077	trmB
h1	1055490	1056816	der
h1	1060018	1060801	virB9
h1	1063343	1064447	rodA
h1	1067434	1068415	ruvB
h1	1068411	1068984	ruvA
h1	1072697	1073015	rsfS
h1	1075084	1076035	mdh
h1	1084693	1087144	topA
h1	1090641	1092189	ltrA
h1	1093296	1093701	apaG
h1	1107234	1108050	mutM
h1	1108066	1108660	pdxH
h1	1130118	1130724	recR
h1	1135308	1136469	gshA
h1	1136584	1137139	hslV
h1	1137140	1138631	hslU
h1	1140786	1141047	acpP
h1	1141060	1142332	fabF
h1	1143552	1144830	murA
h1	1147695	1150038	priA
h1	1150056	1150656	petA
h1	1150748	1153451	gyrA
h1	1157489	1158365	sucD
h1	1158368	1159520	sucC
h1	1159557	1159758	rpsU
h1	1162397	1163222	hemF
h1	1170896	1171274	sdhC
h1	1171270	1171627	sdhD
h1	1194261	1194738	bfr
h1	1201051	1202347	tilS
h1	1206010	1207123	mnmA
h1	1214028	1214736	elbB
h1	1219259	1221155	htpG
h1	1224023	1225232	hemA
h1	1226054	1226621	efp
h1	1230546	1231644	recF
h1	1235562	1239018	carB
h1	1241283	1243209	rpoD
h1	1246349	1246850	purE
h1	1246857	1248684	mutL
h1	1260264	1262589	infB
h1	1262598	1264161	nusA
